"","Sample","Length","CpG_met","CpG_unmet","Sum"
"2582","07_report/CpG_context_sampling_673_582_trimmed_bismark_bt2.CpG",219,180,39,219
"2583","07_report/CpG_context_sampling_673_583_trimmed_bismark_bt2.CpG",233,190,43,233
"2584","07_report/CpG_context_sampling_673_584_trimmed_bismark_bt2.CpG",196,165,31,196
"2585","07_report/CpG_context_sampling_673_585_trimmed_bismark_bt2.CpG",228,188,40,228
"2586","07_report/CpG_context_sampling_673_586_trimmed_bismark_bt2.CpG",194,164,30,194
"2587","07_report/CpG_context_sampling_673_587_trimmed_bismark_bt2.CpG",221,180,41,221
"2588","07_report/CpG_context_sampling_673_588_trimmed_bismark_bt2.CpG",217,184,33,217
"2589","07_report/CpG_context_sampling_673_589_trimmed_bismark_bt2.CpG",217,185,32,217
"2590","07_report/CpG_context_sampling_673_590_trimmed_bismark_bt2.CpG",222,184,38,222
"2591","07_report/CpG_context_sampling_673_591_trimmed_bismark_bt2.CpG",197,169,28,197
"2592","07_report/CpG_context_sampling_673_592_trimmed_bismark_bt2.CpG",216,181,35,216
"2593","07_report/CpG_context_sampling_673_593_trimmed_bismark_bt2.CpG",214,178,36,214
"2594","07_report/CpG_context_sampling_673_594_trimmed_bismark_bt2.CpG",226,190,36,226
"2595","07_report/CpG_context_sampling_673_595_trimmed_bismark_bt2.CpG",224,184,40,224
"2596","07_report/CpG_context_sampling_673_596_trimmed_bismark_bt2.CpG",201,163,38,201
"2597","07_report/CpG_context_sampling_673_597_trimmed_bismark_bt2.CpG",213,170,43,213
"2598","07_report/CpG_context_sampling_673_598_trimmed_bismark_bt2.CpG",192,151,41,192
"2599","07_report/CpG_context_sampling_673_599_trimmed_bismark_bt2.CpG",204,166,38,204
"2600","07_report/CpG_context_sampling_673_600_trimmed_bismark_bt2.CpG",225,181,44,225
"2601","07_report/CpG_context_sampling_673_601_trimmed_bismark_bt2.CpG",230,194,36,230
"2602","07_report/CpG_context_sampling_673_602_trimmed_bismark_bt2.CpG",205,172,33,205
"2603","07_report/CpG_context_sampling_673_603_trimmed_bismark_bt2.CpG",194,159,35,194
"2604","07_report/CpG_context_sampling_673_604_trimmed_bismark_bt2.CpG",217,171,46,217
"2605","07_report/CpG_context_sampling_673_605_trimmed_bismark_bt2.CpG",220,185,35,220
"2606","07_report/CpG_context_sampling_673_606_trimmed_bismark_bt2.CpG",197,151,46,197
"2607","07_report/CpG_context_sampling_673_607_trimmed_bismark_bt2.CpG",202,161,41,202
"2608","07_report/CpG_context_sampling_673_608_trimmed_bismark_bt2.CpG",205,176,29,205
"2609","07_report/CpG_context_sampling_673_609_trimmed_bismark_bt2.CpG",207,169,38,207
"2610","07_report/CpG_context_sampling_673_610_trimmed_bismark_bt2.CpG",225,186,39,225
"2611","07_report/CpG_context_sampling_673_611_trimmed_bismark_bt2.CpG",224,190,34,224
"2612","07_report/CpG_context_sampling_673_612_trimmed_bismark_bt2.CpG",220,185,35,220
"2613","07_report/CpG_context_sampling_673_613_trimmed_bismark_bt2.CpG",245,210,35,245
"2614","07_report/CpG_context_sampling_673_614_trimmed_bismark_bt2.CpG",210,173,37,210
"2615","07_report/CpG_context_sampling_673_615_trimmed_bismark_bt2.CpG",232,195,37,232
"2616","07_report/CpG_context_sampling_673_616_trimmed_bismark_bt2.CpG",228,203,25,228
"2617","07_report/CpG_context_sampling_673_617_trimmed_bismark_bt2.CpG",211,179,32,211
"2618","07_report/CpG_context_sampling_673_618_trimmed_bismark_bt2.CpG",211,172,39,211
"2619","07_report/CpG_context_sampling_673_619_trimmed_bismark_bt2.CpG",224,191,33,224
"2620","07_report/CpG_context_sampling_673_620_trimmed_bismark_bt2.CpG",203,174,29,203
"2621","07_report/CpG_context_sampling_673_621_trimmed_bismark_bt2.CpG",217,178,39,217
"2622","07_report/CpG_context_sampling_673_622_trimmed_bismark_bt2.CpG",234,194,40,234
"2623","07_report/CpG_context_sampling_673_623_trimmed_bismark_bt2.CpG",223,180,43,223
"2624","07_report/CpG_context_sampling_673_624_trimmed_bismark_bt2.CpG",210,176,34,210
"2625","07_report/CpG_context_sampling_673_625_trimmed_bismark_bt2.CpG",231,197,34,231
"2626","07_report/CpG_context_sampling_673_626_trimmed_bismark_bt2.CpG",212,188,24,212
"2627","07_report/CpG_context_sampling_673_627_trimmed_bismark_bt2.CpG",200,175,25,200
"2628","07_report/CpG_context_sampling_673_628_trimmed_bismark_bt2.CpG",206,170,36,206
"2629","07_report/CpG_context_sampling_673_629_trimmed_bismark_bt2.CpG",212,164,48,212
"2630","07_report/CpG_context_sampling_673_630_trimmed_bismark_bt2.CpG",210,179,31,210
"2631","07_report/CpG_context_sampling_673_631_trimmed_bismark_bt2.CpG",225,195,30,225
"2632","07_report/CpG_context_sampling_673_632_trimmed_bismark_bt2.CpG",213,177,36,213
"2633","07_report/CpG_context_sampling_673_633_trimmed_bismark_bt2.CpG",238,192,46,238
"2634","07_report/CpG_context_sampling_673_634_trimmed_bismark_bt2.CpG",212,165,47,212
"2635","07_report/CpG_context_sampling_673_635_trimmed_bismark_bt2.CpG",222,177,45,222
"2636","07_report/CpG_context_sampling_673_636_trimmed_bismark_bt2.CpG",213,172,41,213
"2637","07_report/CpG_context_sampling_673_637_trimmed_bismark_bt2.CpG",204,174,30,204
"2638","07_report/CpG_context_sampling_673_638_trimmed_bismark_bt2.CpG",216,178,38,216
"2639","07_report/CpG_context_sampling_673_639_trimmed_bismark_bt2.CpG",227,194,33,227
"2640","07_report/CpG_context_sampling_673_640_trimmed_bismark_bt2.CpG",199,166,33,199
"2641","07_report/CpG_context_sampling_673_641_trimmed_bismark_bt2.CpG",243,204,39,243
"2642","07_report/CpG_context_sampling_673_642_trimmed_bismark_bt2.CpG",219,177,42,219
"2643","07_report/CpG_context_sampling_673_643_trimmed_bismark_bt2.CpG",188,157,31,188
"2644","07_report/CpG_context_sampling_673_644_trimmed_bismark_bt2.CpG",213,177,36,213
"2645","07_report/CpG_context_sampling_673_645_trimmed_bismark_bt2.CpG",210,173,37,210
"2646","07_report/CpG_context_sampling_673_646_trimmed_bismark_bt2.CpG",210,171,39,210
"2647","07_report/CpG_context_sampling_673_647_trimmed_bismark_bt2.CpG",215,182,33,215
"2648","07_report/CpG_context_sampling_673_648_trimmed_bismark_bt2.CpG",215,178,37,215
"2649","07_report/CpG_context_sampling_673_649_trimmed_bismark_bt2.CpG",225,193,32,225
"2650","07_report/CpG_context_sampling_673_650_trimmed_bismark_bt2.CpG",219,186,33,219
"2651","07_report/CpG_context_sampling_673_651_trimmed_bismark_bt2.CpG",221,187,34,221
"2652","07_report/CpG_context_sampling_673_652_trimmed_bismark_bt2.CpG",196,162,34,196
"2653","07_report/CpG_context_sampling_673_653_trimmed_bismark_bt2.CpG",222,194,28,222
"2654","07_report/CpG_context_sampling_673_654_trimmed_bismark_bt2.CpG",222,181,41,222
"2655","07_report/CpG_context_sampling_673_655_trimmed_bismark_bt2.CpG",212,169,43,212
"2656","07_report/CpG_context_sampling_673_656_trimmed_bismark_bt2.CpG",203,162,41,203
"2657","07_report/CpG_context_sampling_673_657_trimmed_bismark_bt2.CpG",202,169,33,202
"2658","07_report/CpG_context_sampling_673_658_trimmed_bismark_bt2.CpG",228,192,36,228
"2659","07_report/CpG_context_sampling_673_659_trimmed_bismark_bt2.CpG",224,185,39,224
"2660","07_report/CpG_context_sampling_673_660_trimmed_bismark_bt2.CpG",220,183,37,220
"2661","07_report/CpG_context_sampling_673_661_trimmed_bismark_bt2.CpG",205,179,26,205
"2662","07_report/CpG_context_sampling_673_662_trimmed_bismark_bt2.CpG",222,180,42,222
"2663","07_report/CpG_context_sampling_673_663_trimmed_bismark_bt2.CpG",223,184,39,223
"2664","07_report/CpG_context_sampling_673_664_trimmed_bismark_bt2.CpG",234,196,38,234
"2665","07_report/CpG_context_sampling_673_665_trimmed_bismark_bt2.CpG",211,179,32,211
"2666","07_report/CpG_context_sampling_673_666_trimmed_bismark_bt2.CpG",221,184,37,221
"2667","07_report/CpG_context_sampling_673_667_trimmed_bismark_bt2.CpG",234,196,38,234
"2668","07_report/CpG_context_sampling_673_668_trimmed_bismark_bt2.CpG",214,180,34,214
"2669","07_report/CpG_context_sampling_673_669_trimmed_bismark_bt2.CpG",208,179,29,208
"2670","07_report/CpG_context_sampling_673_670_trimmed_bismark_bt2.CpG",213,169,44,213
"2671","07_report/CpG_context_sampling_673_671_trimmed_bismark_bt2.CpG",190,168,22,190
"2672","07_report/CpG_context_sampling_673_672_trimmed_bismark_bt2.CpG",210,182,28,210
"2673","07_report/CpG_context_sampling_673_673_trimmed_bismark_bt2.CpG",241,213,28,241
"2674","07_report/CpG_context_sampling_673_674_trimmed_bismark_bt2.CpG",231,188,43,231
"2675","07_report/CpG_context_sampling_673_675_trimmed_bismark_bt2.CpG",240,205,35,240
"2676","07_report/CpG_context_sampling_673_676_trimmed_bismark_bt2.CpG",218,189,29,218
"2677","07_report/CpG_context_sampling_673_677_trimmed_bismark_bt2.CpG",230,187,43,230
"2678","07_report/CpG_context_sampling_673_678_trimmed_bismark_bt2.CpG",223,189,34,223
"2679","07_report/CpG_context_sampling_673_679_trimmed_bismark_bt2.CpG",216,178,38,216
"2680","07_report/CpG_context_sampling_673_680_trimmed_bismark_bt2.CpG",221,171,50,221
"2681","07_report/CpG_context_sampling_673_681_trimmed_bismark_bt2.CpG",209,167,42,209
"2682","07_report/CpG_context_sampling_673_682_trimmed_bismark_bt2.CpG",229,195,34,229
"2683","07_report/CpG_context_sampling_673_683_trimmed_bismark_bt2.CpG",237,198,39,237
"2684","07_report/CpG_context_sampling_673_684_trimmed_bismark_bt2.CpG",213,177,36,213
"2685","07_report/CpG_context_sampling_673_685_trimmed_bismark_bt2.CpG",208,172,36,208
"2686","07_report/CpG_context_sampling_673_686_trimmed_bismark_bt2.CpG",195,157,38,195
"2687","07_report/CpG_context_sampling_673_687_trimmed_bismark_bt2.CpG",231,197,34,231
"2688","07_report/CpG_context_sampling_673_688_trimmed_bismark_bt2.CpG",194,155,39,194
"2689","07_report/CpG_context_sampling_673_689_trimmed_bismark_bt2.CpG",196,171,25,196
"2690","07_report/CpG_context_sampling_673_690_trimmed_bismark_bt2.CpG",230,188,42,230
"2691","07_report/CpG_context_sampling_673_691_trimmed_bismark_bt2.CpG",202,167,35,202
"2692","07_report/CpG_context_sampling_673_692_trimmed_bismark_bt2.CpG",230,183,47,230
"2693","07_report/CpG_context_sampling_673_693_trimmed_bismark_bt2.CpG",220,185,35,220
"2694","07_report/CpG_context_sampling_673_694_trimmed_bismark_bt2.CpG",226,179,47,226
"2695","07_report/CpG_context_sampling_673_695_trimmed_bismark_bt2.CpG",219,182,37,219
"2696","07_report/CpG_context_sampling_673_696_trimmed_bismark_bt2.CpG",216,182,34,216
"2697","07_report/CpG_context_sampling_673_697_trimmed_bismark_bt2.CpG",238,204,34,238
"2698","07_report/CpG_context_sampling_673_698_trimmed_bismark_bt2.CpG",208,176,32,208
"2699","07_report/CpG_context_sampling_673_699_trimmed_bismark_bt2.CpG",233,195,38,233
"2700","07_report/CpG_context_sampling_673_700_trimmed_bismark_bt2.CpG",234,196,38,234
"2701","07_report/CpG_context_sampling_673_701_trimmed_bismark_bt2.CpG",233,186,47,233
"2702","07_report/CpG_context_sampling_673_702_trimmed_bismark_bt2.CpG",210,170,40,210
"2703","07_report/CpG_context_sampling_673_703_trimmed_bismark_bt2.CpG",197,172,25,197
"2704","07_report/CpG_context_sampling_673_704_trimmed_bismark_bt2.CpG",215,180,35,215
"2705","07_report/CpG_context_sampling_673_705_trimmed_bismark_bt2.CpG",231,199,32,231
"2706","07_report/CpG_context_sampling_673_706_trimmed_bismark_bt2.CpG",203,172,31,203
"2707","07_report/CpG_context_sampling_673_707_trimmed_bismark_bt2.CpG",211,175,36,211
"2708","07_report/CpG_context_sampling_673_708_trimmed_bismark_bt2.CpG",196,166,30,196
"2709","07_report/CpG_context_sampling_673_709_trimmed_bismark_bt2.CpG",226,186,40,226
"2710","07_report/CpG_context_sampling_673_710_trimmed_bismark_bt2.CpG",209,173,36,209
"2711","07_report/CpG_context_sampling_673_711_trimmed_bismark_bt2.CpG",230,183,47,230
"2712","07_report/CpG_context_sampling_673_712_trimmed_bismark_bt2.CpG",201,173,28,201
"2713","07_report/CpG_context_sampling_673_713_trimmed_bismark_bt2.CpG",208,176,32,208
"2714","07_report/CpG_context_sampling_673_714_trimmed_bismark_bt2.CpG",238,193,45,238
"2715","07_report/CpG_context_sampling_673_715_trimmed_bismark_bt2.CpG",241,203,38,241
"2716","07_report/CpG_context_sampling_673_716_trimmed_bismark_bt2.CpG",233,184,49,233
"2717","07_report/CpG_context_sampling_673_717_trimmed_bismark_bt2.CpG",215,166,49,215
"2718","07_report/CpG_context_sampling_673_718_trimmed_bismark_bt2.CpG",217,174,43,217
"2719","07_report/CpG_context_sampling_673_719_trimmed_bismark_bt2.CpG",219,175,44,219
"2720","07_report/CpG_context_sampling_673_720_trimmed_bismark_bt2.CpG",222,182,40,222
"2721","07_report/CpG_context_sampling_673_721_trimmed_bismark_bt2.CpG",203,166,37,203
"2722","07_report/CpG_context_sampling_673_722_trimmed_bismark_bt2.CpG",205,172,33,205
"2723","07_report/CpG_context_sampling_673_723_trimmed_bismark_bt2.CpG",228,189,39,228
"2724","07_report/CpG_context_sampling_673_724_trimmed_bismark_bt2.CpG",216,179,37,216
"2725","07_report/CpG_context_sampling_673_725_trimmed_bismark_bt2.CpG",220,194,26,220
"2726","07_report/CpG_context_sampling_673_726_trimmed_bismark_bt2.CpG",203,173,30,203
"2727","07_report/CpG_context_sampling_673_727_trimmed_bismark_bt2.CpG",228,178,50,228
"2728","07_report/CpG_context_sampling_673_728_trimmed_bismark_bt2.CpG",219,177,42,219
"2729","07_report/CpG_context_sampling_673_729_trimmed_bismark_bt2.CpG",235,188,47,235
"2730","07_report/CpG_context_sampling_673_730_trimmed_bismark_bt2.CpG",214,177,37,214
"2731","07_report/CpG_context_sampling_673_731_trimmed_bismark_bt2.CpG",229,190,39,229
"2732","07_report/CpG_context_sampling_673_732_trimmed_bismark_bt2.CpG",217,184,33,217
"2733","07_report/CpG_context_sampling_673_733_trimmed_bismark_bt2.CpG",203,174,29,203
"2734","07_report/CpG_context_sampling_673_734_trimmed_bismark_bt2.CpG",202,163,39,202
"2735","07_report/CpG_context_sampling_673_735_trimmed_bismark_bt2.CpG",211,171,40,211
"2736","07_report/CpG_context_sampling_673_736_trimmed_bismark_bt2.CpG",225,191,34,225
"2737","07_report/CpG_context_sampling_673_737_trimmed_bismark_bt2.CpG",228,188,40,228
"2738","07_report/CpG_context_sampling_673_738_trimmed_bismark_bt2.CpG",214,176,38,214
"2739","07_report/CpG_context_sampling_673_739_trimmed_bismark_bt2.CpG",202,168,34,202
"2740","07_report/CpG_context_sampling_673_740_trimmed_bismark_bt2.CpG",205,171,34,205
"2741","07_report/CpG_context_sampling_673_741_trimmed_bismark_bt2.CpG",216,172,44,216
"2742","07_report/CpG_context_sampling_673_742_trimmed_bismark_bt2.CpG",221,183,38,221
"2743","07_report/CpG_context_sampling_673_743_trimmed_bismark_bt2.CpG",223,186,37,223
"2744","07_report/CpG_context_sampling_673_744_trimmed_bismark_bt2.CpG",214,178,36,214
"2745","07_report/CpG_context_sampling_673_745_trimmed_bismark_bt2.CpG",213,166,47,213
"2746","07_report/CpG_context_sampling_673_746_trimmed_bismark_bt2.CpG",241,205,36,241
"2747","07_report/CpG_context_sampling_673_747_trimmed_bismark_bt2.CpG",245,205,40,245
"2748","07_report/CpG_context_sampling_673_748_trimmed_bismark_bt2.CpG",207,171,36,207
"2749","07_report/CpG_context_sampling_673_749_trimmed_bismark_bt2.CpG",220,181,39,220
"2750","07_report/CpG_context_sampling_673_750_trimmed_bismark_bt2.CpG",242,208,34,242
"2751","07_report/CpG_context_sampling_673_751_trimmed_bismark_bt2.CpG",208,175,33,208
"2752","07_report/CpG_context_sampling_673_752_trimmed_bismark_bt2.CpG",203,172,31,203
"2753","07_report/CpG_context_sampling_673_753_trimmed_bismark_bt2.CpG",206,170,36,206
"2754","07_report/CpG_context_sampling_673_754_trimmed_bismark_bt2.CpG",209,169,40,209
"2755","07_report/CpG_context_sampling_673_755_trimmed_bismark_bt2.CpG",226,183,43,226
"2756","07_report/CpG_context_sampling_673_756_trimmed_bismark_bt2.CpG",220,189,31,220
"2757","07_report/CpG_context_sampling_673_757_trimmed_bismark_bt2.CpG",223,186,37,223
"2758","07_report/CpG_context_sampling_673_758_trimmed_bismark_bt2.CpG",227,187,40,227
"2759","07_report/CpG_context_sampling_673_759_trimmed_bismark_bt2.CpG",204,166,38,204
"2760","07_report/CpG_context_sampling_673_760_trimmed_bismark_bt2.CpG",229,188,41,229
"2761","07_report/CpG_context_sampling_673_761_trimmed_bismark_bt2.CpG",208,177,31,208
"2762","07_report/CpG_context_sampling_673_762_trimmed_bismark_bt2.CpG",216,172,44,216
"2763","07_report/CpG_context_sampling_673_763_trimmed_bismark_bt2.CpG",225,190,35,225
"2764","07_report/CpG_context_sampling_673_764_trimmed_bismark_bt2.CpG",228,181,47,228
"2765","07_report/CpG_context_sampling_673_765_trimmed_bismark_bt2.CpG",207,171,36,207
"2766","07_report/CpG_context_sampling_673_766_trimmed_bismark_bt2.CpG",205,170,35,205
"2767","07_report/CpG_context_sampling_673_767_trimmed_bismark_bt2.CpG",234,186,48,234
"2768","07_report/CpG_context_sampling_673_768_trimmed_bismark_bt2.CpG",223,184,39,223
"2769","07_report/CpG_context_sampling_673_769_trimmed_bismark_bt2.CpG",231,190,41,231
"2770","07_report/CpG_context_sampling_673_770_trimmed_bismark_bt2.CpG",212,178,34,212
"2771","07_report/CpG_context_sampling_673_771_trimmed_bismark_bt2.CpG",236,197,39,236
"2772","07_report/CpG_context_sampling_673_772_trimmed_bismark_bt2.CpG",207,163,44,207
"2773","07_report/CpG_context_sampling_673_773_trimmed_bismark_bt2.CpG",222,193,29,222
"2774","07_report/CpG_context_sampling_673_774_trimmed_bismark_bt2.CpG",229,203,26,229
"2775","07_report/CpG_context_sampling_673_775_trimmed_bismark_bt2.CpG",238,194,44,238
"2776","07_report/CpG_context_sampling_673_776_trimmed_bismark_bt2.CpG",195,162,33,195
"2777","07_report/CpG_context_sampling_673_777_trimmed_bismark_bt2.CpG",220,185,35,220
"2778","07_report/CpG_context_sampling_673_778_trimmed_bismark_bt2.CpG",219,180,39,219
"2779","07_report/CpG_context_sampling_673_779_trimmed_bismark_bt2.CpG",209,181,28,209
"2780","07_report/CpG_context_sampling_673_780_trimmed_bismark_bt2.CpG",200,165,35,200
"2781","07_report/CpG_context_sampling_673_781_trimmed_bismark_bt2.CpG",216,176,40,216
"2782","07_report/CpG_context_sampling_673_782_trimmed_bismark_bt2.CpG",210,163,47,210
"2783","07_report/CpG_context_sampling_673_783_trimmed_bismark_bt2.CpG",224,188,36,224
"2784","07_report/CpG_context_sampling_673_784_trimmed_bismark_bt2.CpG",210,175,35,210
"2785","07_report/CpG_context_sampling_673_785_trimmed_bismark_bt2.CpG",220,186,34,220
"2786","07_report/CpG_context_sampling_673_786_trimmed_bismark_bt2.CpG",211,181,30,211
"2787","07_report/CpG_context_sampling_673_787_trimmed_bismark_bt2.CpG",213,170,43,213
"2788","07_report/CpG_context_sampling_673_788_trimmed_bismark_bt2.CpG",218,185,33,218
"2789","07_report/CpG_context_sampling_673_789_trimmed_bismark_bt2.CpG",232,195,37,232
"2790","07_report/CpG_context_sampling_673_790_trimmed_bismark_bt2.CpG",197,168,29,197
"2791","07_report/CpG_context_sampling_673_791_trimmed_bismark_bt2.CpG",224,184,40,224
"2792","07_report/CpG_context_sampling_673_792_trimmed_bismark_bt2.CpG",224,186,38,224
"2793","07_report/CpG_context_sampling_673_793_trimmed_bismark_bt2.CpG",219,188,31,219
"2794","07_report/CpG_context_sampling_673_794_trimmed_bismark_bt2.CpG",224,188,36,224
"2795","07_report/CpG_context_sampling_673_795_trimmed_bismark_bt2.CpG",220,182,38,220
"2796","07_report/CpG_context_sampling_673_796_trimmed_bismark_bt2.CpG",227,187,40,227
"2797","07_report/CpG_context_sampling_673_797_trimmed_bismark_bt2.CpG",230,192,38,230
"2798","07_report/CpG_context_sampling_673_798_trimmed_bismark_bt2.CpG",214,179,35,214
"2799","07_report/CpG_context_sampling_673_799_trimmed_bismark_bt2.CpG",211,173,38,211
"2800","07_report/CpG_context_sampling_673_800_trimmed_bismark_bt2.CpG",205,162,43,205
"2801","07_report/CpG_context_sampling_673_801_trimmed_bismark_bt2.CpG",187,156,31,187
"2802","07_report/CpG_context_sampling_673_802_trimmed_bismark_bt2.CpG",242,207,35,242
"2803","07_report/CpG_context_sampling_673_803_trimmed_bismark_bt2.CpG",219,190,29,219
"2804","07_report/CpG_context_sampling_673_804_trimmed_bismark_bt2.CpG",228,191,37,228
"2805","07_report/CpG_context_sampling_673_805_trimmed_bismark_bt2.CpG",231,189,42,231
"2806","07_report/CpG_context_sampling_673_806_trimmed_bismark_bt2.CpG",228,190,38,228
"2807","07_report/CpG_context_sampling_673_807_trimmed_bismark_bt2.CpG",209,182,27,209
"2808","07_report/CpG_context_sampling_673_808_trimmed_bismark_bt2.CpG",215,181,34,215
"2809","07_report/CpG_context_sampling_673_809_trimmed_bismark_bt2.CpG",211,175,36,211
"2810","07_report/CpG_context_sampling_673_810_trimmed_bismark_bt2.CpG",214,165,49,214
"2811","07_report/CpG_context_sampling_673_811_trimmed_bismark_bt2.CpG",216,181,35,216
"2812","07_report/CpG_context_sampling_673_812_trimmed_bismark_bt2.CpG",223,184,39,223
"2813","07_report/CpG_context_sampling_673_813_trimmed_bismark_bt2.CpG",205,165,40,205
"2814","07_report/CpG_context_sampling_673_814_trimmed_bismark_bt2.CpG",198,162,36,198
"2815","07_report/CpG_context_sampling_673_815_trimmed_bismark_bt2.CpG",211,180,31,211
"2816","07_report/CpG_context_sampling_673_816_trimmed_bismark_bt2.CpG",212,174,38,212
"2817","07_report/CpG_context_sampling_673_817_trimmed_bismark_bt2.CpG",213,178,35,213
"2818","07_report/CpG_context_sampling_673_818_trimmed_bismark_bt2.CpG",217,180,37,217
"2819","07_report/CpG_context_sampling_673_819_trimmed_bismark_bt2.CpG",206,174,32,206
"2820","07_report/CpG_context_sampling_673_820_trimmed_bismark_bt2.CpG",204,183,21,204
"2821","07_report/CpG_context_sampling_673_821_trimmed_bismark_bt2.CpG",227,179,48,227
"2822","07_report/CpG_context_sampling_673_822_trimmed_bismark_bt2.CpG",220,180,40,220
"2823","07_report/CpG_context_sampling_673_823_trimmed_bismark_bt2.CpG",210,170,40,210
"2824","07_report/CpG_context_sampling_673_824_trimmed_bismark_bt2.CpG",221,192,29,221
"2825","07_report/CpG_context_sampling_673_825_trimmed_bismark_bt2.CpG",211,178,33,211
"2826","07_report/CpG_context_sampling_673_826_trimmed_bismark_bt2.CpG",234,202,32,234
"2827","07_report/CpG_context_sampling_673_827_trimmed_bismark_bt2.CpG",210,174,36,210
"2828","07_report/CpG_context_sampling_673_828_trimmed_bismark_bt2.CpG",199,179,20,199
"2829","07_report/CpG_context_sampling_673_829_trimmed_bismark_bt2.CpG",210,184,26,210
"2830","07_report/CpG_context_sampling_673_830_trimmed_bismark_bt2.CpG",211,172,39,211
"2831","07_report/CpG_context_sampling_673_831_trimmed_bismark_bt2.CpG",203,174,29,203
"2832","07_report/CpG_context_sampling_673_832_trimmed_bismark_bt2.CpG",232,191,41,232
"2833","07_report/CpG_context_sampling_673_833_trimmed_bismark_bt2.CpG",226,194,32,226
"2834","07_report/CpG_context_sampling_673_834_trimmed_bismark_bt2.CpG",204,172,32,204
"2835","07_report/CpG_context_sampling_673_835_trimmed_bismark_bt2.CpG",194,164,30,194
"2836","07_report/CpG_context_sampling_673_836_trimmed_bismark_bt2.CpG",210,176,34,210
"2837","07_report/CpG_context_sampling_673_837_trimmed_bismark_bt2.CpG",218,186,32,218
"2838","07_report/CpG_context_sampling_673_838_trimmed_bismark_bt2.CpG",227,190,37,227
"2839","07_report/CpG_context_sampling_673_839_trimmed_bismark_bt2.CpG",209,169,40,209
"2840","07_report/CpG_context_sampling_673_840_trimmed_bismark_bt2.CpG",227,188,39,227
"2841","07_report/CpG_context_sampling_673_841_trimmed_bismark_bt2.CpG",229,198,31,229
"2842","07_report/CpG_context_sampling_673_842_trimmed_bismark_bt2.CpG",200,153,47,200
"2843","07_report/CpG_context_sampling_673_843_trimmed_bismark_bt2.CpG",225,184,41,225
"2844","07_report/CpG_context_sampling_673_844_trimmed_bismark_bt2.CpG",229,192,37,229
"2845","07_report/CpG_context_sampling_673_845_trimmed_bismark_bt2.CpG",239,196,43,239
"2846","07_report/CpG_context_sampling_673_846_trimmed_bismark_bt2.CpG",213,187,26,213
"2847","07_report/CpG_context_sampling_673_847_trimmed_bismark_bt2.CpG",223,189,34,223
"2848","07_report/CpG_context_sampling_673_848_trimmed_bismark_bt2.CpG",216,188,28,216
"2849","07_report/CpG_context_sampling_673_849_trimmed_bismark_bt2.CpG",233,196,37,233
"2850","07_report/CpG_context_sampling_673_850_trimmed_bismark_bt2.CpG",219,186,33,219
"2851","07_report/CpG_context_sampling_673_851_trimmed_bismark_bt2.CpG",215,169,46,215
"2852","07_report/CpG_context_sampling_673_852_trimmed_bismark_bt2.CpG",233,202,31,233
"2853","07_report/CpG_context_sampling_673_853_trimmed_bismark_bt2.CpG",209,180,29,209
"2854","07_report/CpG_context_sampling_673_854_trimmed_bismark_bt2.CpG",232,203,29,232
"2855","07_report/CpG_context_sampling_673_855_trimmed_bismark_bt2.CpG",221,184,37,221
"2856","07_report/CpG_context_sampling_673_856_trimmed_bismark_bt2.CpG",217,179,38,217
"2857","07_report/CpG_context_sampling_673_857_trimmed_bismark_bt2.CpG",221,183,38,221
